test	struct	rep	count	variable	value
insert	rpqueue	1	10000	envcount	33676
remove	rpqueue	1	10000	envcount	1945
mix	rpqueue	1	10000	envcount	7708
insert	rstack	2	10000	envcount	11942
remove	rstack	2	10000	envcount	1942
mix	rstack	2	10000	envcount	5276
insert	rdeque	2	10000	envcount	11944
remove	rdeque	2	10000	envcount	1944
mix	rdeque	2	10000	envcount	5278
insert	rpqueue	2	10000	envcount	33676
remove	rpqueue	2	10000	envcount	1945
mix	rpqueue	2	10000	envcount	7708
insert	rstack	3	10000	envcount	11942
remove	rstack	3	10000	envcount	1942
mix	rstack	3	10000	envcount	5276
insert	rdeque	3	10000	envcount	11944
remove	rdeque	3	10000	envcount	1944
mix	rdeque	3	10000	envcount	5278
insert	rpqueue	3	10000	envcount	33676
remove	rpqueue	3	10000	envcount	1945
mix	rpqueue	3	10000	envcount	7708
insert	rstack	4	10000	envcount	11942
remove	rstack	4	10000	envcount	1942
mix	rstack	4	10000	envcount	5276
insert	rdeque	4	10000	envcount	11944
remove	rdeque	4	10000	envcount	1944
mix	rdeque	4	10000	envcount	5278
insert	rpqueue	4	10000	envcount	33676
remove	rpqueue	4	10000	envcount	1945
mix	rpqueue	4	10000	envcount	7708
insert	rstack	5	10000	envcount	11942
remove	rstack	5	10000	envcount	1942
mix	rstack	5	10000	envcount	5276
insert	rdeque	5	10000	envcount	11944
remove	rdeque	5	10000	envcount	1944
mix	rdeque	5	10000	envcount	5278
insert	rpqueue	5	10000	envcount	33676
remove	rpqueue	5	10000	envcount	1945
mix	rpqueue	5	10000	envcount	7708
insert	rstack	6	10000	envcount	11942
remove	rstack	6	10000	envcount	1942
mix	rstack	6	10000	envcount	5276
insert	rdeque	6	10000	envcount	11944
remove	rdeque	6	10000	envcount	1944
mix	rdeque	6	10000	envcount	5278
insert	rpqueue	6	10000	envcount	33676
remove	rpqueue	6	10000	envcount	1945
mix	rpqueue	6	10000	envcount	7708
insert	rstack	7	10000	envcount	11942
remove	rstack	7	10000	envcount	1942
mix	rstack	7	10000	envcount	5276
insert	rdeque	7	10000	envcount	11944
remove	rdeque	7	10000	envcount	1944
mix	rdeque	7	10000	envcount	5278
insert	rpqueue	7	10000	envcount	33676
remove	rpqueue	7	10000	envcount	1945
mix	rpqueue	7	10000	envcount	7708
insert	rstack	8	10000	envcount	11942
remove	rstack	8	10000	envcount	1942
mix	rstack	8	10000	envcount	5276
insert	rdeque	8	10000	envcount	11944
remove	rdeque	8	10000	envcount	1944
mix	rdeque	8	10000	envcount	5278
insert	rpqueue	8	10000	envcount	33676
remove	rpqueue	8	10000	envcount	1945
mix	rpqueue	8	10000	envcount	7708
insert	rstack	9	10000	envcount	11942
remove	rstack	9	10000	envcount	1942
mix	rstack	9	10000	envcount	5276
insert	rdeque	9	10000	envcount	11944
remove	rdeque	9	10000	envcount	1944
mix	rdeque	9	10000	envcount	5278
insert	rpqueue	9	10000	envcount	33676
remove	rpqueue	9	10000	envcount	1945
mix	rpqueue	9	10000	envcount	7708
insert	rstack	10	10000	envcount	11942
remove	rstack	10	10000	envcount	1942
mix	rstack	10	10000	envcount	5276
insert	rdeque	10	10000	envcount	11944
remove	rdeque	10	10000	envcount	1944
mix	rdeque	10	10000	envcount	5278
insert	rpqueue	10	10000	envcount	33676
remove	rpqueue	10	10000	envcount	1945
mix	rpqueue	10	10000	envcount	7708
insert	rstack	1	20000	envcount	21942
remove	rstack	1	20000	envcount	1942
mix	rstack	1	20000	envcount	8610
insert	rdeque	1	20000	envcount	21944
remove	rdeque	1	20000	envcount	1944
mix	rdeque	1	20000	envcount	8612
insert	rpqueue	1	20000	envcount	65372
remove	rpqueue	1	20000	envcount	1945
mix	rpqueue	1	20000	envcount	40272
insert	rstack	2	20000	envcount	21942
remove	rstack	2	20000	envcount	1942
mix	rstack	2	20000	envcount	8610
insert	rdeque	2	20000	envcount	21944
remove	rdeque	2	20000	envcount	1944
mix	rdeque	2	20000	envcount	8612
insert	rpqueue	2	20000	envcount	65372
remove	rpqueue	2	20000	envcount	1945
mix	rpqueue	2	20000	envcount	40272
insert	rstack	3	20000	envcount	21942
remove	rstack	3	20000	envcount	1942
mix	rstack	3	20000	envcount	8610
insert	rdeque	3	20000	envcount	21944
remove	rdeque	3	20000	envcount	1944
mix	rdeque	3	20000	envcount	8612
insert	rpqueue	3	20000	envcount	65372
remove	rpqueue	3	20000	envcount	1945
mix	rpqueue	3	20000	envcount	40272
insert	rstack	4	20000	envcount	21942
remove	rstack	4	20000	envcount	1942
mix	rstack	4	20000	envcount	8610
insert	rdeque	4	20000	envcount	21944
remove	rdeque	4	20000	envcount	1944
mix	rdeque	4	20000	envcount	8612
insert	rpqueue	4	20000	envcount	65372
remove	rpqueue	4	20000	envcount	1945
mix	rpqueue	4	20000	envcount	40272
insert	rstack	5	20000	envcount	21942
remove	rstack	5	20000	envcount	1942
mix	rstack	5	20000	envcount	8610
insert	rdeque	5	20000	envcount	21944
remove	rdeque	5	20000	envcount	1944
mix	rdeque	5	20000	envcount	8612
insert	rpqueue	5	20000	envcount	65372
remove	rpqueue	5	20000	envcount	1945
mix	rpqueue	5	20000	envcount	40272
insert	rstack	6	20000	envcount	21942
remove	rstack	6	20000	envcount	1942
mix	rstack	6	20000	envcount	8610
insert	rdeque	6	20000	envcount	21944
remove	rdeque	6	20000	envcount	1944
mix	rdeque	6	20000	envcount	8612
insert	rpqueue	6	20000	envcount	65372
remove	rpqueue	6	20000	envcount	1945
mix	rpqueue	6	20000	envcount	40272
insert	rstack	7	20000	envcount	21942
remove	rstack	7	20000	envcount	1942
mix	rstack	7	20000	envcount	8610
insert	rdeque	7	20000	envcount	21944
remove	rdeque	7	20000	envcount	1944
mix	rdeque	7	20000	envcount	8612
insert	rpqueue	7	20000	envcount	65372
remove	rpqueue	7	20000	envcount	1945
mix	rpqueue	7	20000	envcount	40272
insert	rstack	8	20000	envcount	21942
remove	rstack	8	20000	envcount	1942
mix	rstack	8	20000	envcount	8610
insert	rdeque	8	20000	envcount	21944
remove	rdeque	8	20000	envcount	1944
mix	rdeque	8	20000	envcount	8612
insert	rpqueue	8	20000	envcount	65372
remove	rpqueue	8	20000	envcount	1945
mix	rpqueue	8	20000	envcount	40272
insert	rstack	9	20000	envcount	21942
remove	rstack	9	20000	envcount	1942
mix	rstack	9	20000	envcount	8610
insert	rdeque	9	20000	envcount	21944
remove	rdeque	9	20000	envcount	1944
mix	rdeque	9	20000	envcount	8612
insert	rpqueue	9	20000	envcount	65372
remove	rpqueue	9	20000	envcount	1945
mix	rpqueue	9	20000	envcount	40272
insert	rstack	10	20000	envcount	21942
remove	rstack	10	20000	envcount	1942
mix	rstack	10	20000	envcount	8610
insert	rdeque	10	20000	envcount	21944
remove	rdeque	10	20000	envcount	1944
mix	rdeque	10	20000	envcount	8612
insert	rpqueue	10	20000	envcount	65372
remove	rpqueue	10	20000	envcount	1945
mix	rpqueue	10	20000	envcount	40272
insert	rstack	1	30000	envcount	31942
remove	rstack	1	30000	envcount	1942
mix	rstack	1	30000	envcount	11942
insert	rdeque	1	30000	envcount	31944
remove	rdeque	1	30000	envcount	1944
mix	rdeque	1	30000	envcount	11944
insert	rpqueue	1	30000	envcount	31945
remove	rpqueue	1	30000	envcount	1945
mix	rpqueue	1	30000	envcount	11945
insert	rstack	2	30000	envcount	31942
remove	rstack	2	30000	envcount	1942
mix	rstack	2	30000	envcount	11942
insert	rdeque	2	30000	envcount	31944
remove	rdeque	2	30000	envcount	1944
mix	rdeque	2	30000	envcount	11944
insert	rpqueue	2	30000	envcount	31945
remove	rpqueue	2	30000	envcount	1945
mix	rpqueue	2	30000	envcount	11945
insert	rstack	3	30000	envcount	31942
remove	rstack	3	30000	envcount	1942
mix	rstack	3	30000	envcount	11942
insert	rdeque	3	30000	envcount	31944
remove	rdeque	3	30000	envcount	1944
mix	rdeque	3	30000	envcount	11944
insert	rpqueue	3	30000	envcount	31945
remove	rpqueue	3	30000	envcount	1945
mix	rpqueue	3	30000	envcount	11945
insert	rstack	4	30000	envcount	31942
remove	rstack	4	30000	envcount	1942
mix	rstack	4	30000	envcount	11942
insert	rdeque	4	30000	envcount	31944
remove	rdeque	4	30000	envcount	1944
mix	rdeque	4	30000	envcount	11944
insert	rpqueue	4	30000	envcount	31945
remove	rpqueue	4	30000	envcount	1945
mix	rpqueue	4	30000	envcount	11945
insert	rstack	5	30000	envcount	31942
remove	rstack	5	30000	envcount	1942
mix	rstack	5	30000	envcount	11942
insert	rdeque	5	30000	envcount	31944
remove	rdeque	5	30000	envcount	1944
mix	rdeque	5	30000	envcount	11944
insert	rpqueue	5	30000	envcount	31945
remove	rpqueue	5	30000	envcount	1945
mix	rpqueue	5	30000	envcount	11945
insert	rstack	6	30000	envcount	31942
remove	rstack	6	30000	envcount	1942
mix	rstack	6	30000	envcount	11942
insert	rdeque	6	30000	envcount	31944
remove	rdeque	6	30000	envcount	1944
mix	rdeque	6	30000	envcount	11944
insert	rpqueue	6	30000	envcount	31945
remove	rpqueue	6	30000	envcount	1945
mix	rpqueue	6	30000	envcount	11945
insert	rstack	7	30000	envcount	31942
remove	rstack	7	30000	envcount	1942
mix	rstack	7	30000	envcount	11942
insert	rdeque	7	30000	envcount	31944
remove	rdeque	7	30000	envcount	1944
mix	rdeque	7	30000	envcount	11944
insert	rpqueue	7	30000	envcount	31945
remove	rpqueue	7	30000	envcount	1945
mix	rpqueue	7	30000	envcount	11945
insert	rstack	8	30000	envcount	31942
remove	rstack	8	30000	envcount	1942
mix	rstack	8	30000	envcount	11942
insert	rdeque	8	30000	envcount	31944
remove	rdeque	8	30000	envcount	1944
mix	rdeque	8	30000	envcount	11944
insert	rpqueue	8	30000	envcount	31945
remove	rpqueue	8	30000	envcount	1945
mix	rpqueue	8	30000	envcount	11945
insert	rstack	9	30000	envcount	31942
remove	rstack	9	30000	envcount	1942
mix	rstack	9	30000	envcount	11942
insert	rdeque	9	30000	envcount	31944
remove	rdeque	9	30000	envcount	1944
mix	rdeque	9	30000	envcount	11944
insert	rpqueue	9	30000	envcount	31945
remove	rpqueue	9	30000	envcount	1945
mix	rpqueue	9	30000	envcount	11945
insert	rstack	10	30000	envcount	31942
remove	rstack	10	30000	envcount	1942
mix	rstack	10	30000	envcount	11942
insert	rdeque	10	30000	envcount	31944
remove	rdeque	10	30000	envcount	1944
mix	rdeque	10	30000	envcount	11944
insert	rpqueue	10	30000	envcount	31945
remove	rpqueue	10	30000	envcount	1945
mix	rpqueue	10	30000	envcount	11945
insert	rstack	1	40000	envcount	41942
remove	rstack	1	40000	envcount	1942
mix	rstack	1	40000	envcount	15276
insert	rdeque	1	40000	envcount	41944
remove	rdeque	1	40000	envcount	1944
mix	rdeque	1	40000	envcount	15278
insert	rpqueue	1	40000	envcount	128764
remove	rpqueue	1	40000	envcount	1945
mix	rpqueue	1	40000	envcount	15279
insert	rstack	2	40000	envcount	41942
remove	rstack	2	40000	envcount	1942
mix	rstack	2	40000	envcount	15276
insert	rdeque	2	40000	envcount	41944
remove	rdeque	2	40000	envcount	1944
mix	rdeque	2	40000	envcount	15278
insert	rpqueue	2	40000	envcount	128764
remove	rpqueue	2	40000	envcount	1945
mix	rpqueue	2	40000	envcount	15279
insert	rstack	3	40000	envcount	41942
remove	rstack	3	40000	envcount	1942
mix	rstack	3	40000	envcount	15276
insert	rdeque	3	40000	envcount	41944
remove	rdeque	3	40000	envcount	1944
mix	rdeque	3	40000	envcount	15278
insert	rpqueue	3	40000	envcount	128764
remove	rpqueue	3	40000	envcount	1945
mix	rpqueue	3	40000	envcount	15279
insert	rstack	4	40000	envcount	41942
remove	rstack	4	40000	envcount	1942
mix	rstack	4	40000	envcount	15276
insert	rdeque	4	40000	envcount	41944
remove	rdeque	4	40000	envcount	1944
mix	rdeque	4	40000	envcount	15278
insert	rpqueue	4	40000	envcount	128764
remove	rpqueue	4	40000	envcount	1945
mix	rpqueue	4	40000	envcount	15279
insert	rstack	5	40000	envcount	41942
remove	rstack	5	40000	envcount	1942
mix	rstack	5	40000	envcount	15276
insert	rdeque	5	40000	envcount	41944
remove	rdeque	5	40000	envcount	1944
mix	rdeque	5	40000	envcount	15278
insert	rpqueue	5	40000	envcount	128764
remove	rpqueue	5	40000	envcount	1945
mix	rpqueue	5	40000	envcount	15279
insert	rstack	6	40000	envcount	41942
remove	rstack	6	40000	envcount	1942
mix	rstack	6	40000	envcount	15276
insert	rdeque	6	40000	envcount	41944
remove	rdeque	6	40000	envcount	1944
mix	rdeque	6	40000	envcount	15278
insert	rpqueue	6	40000	envcount	128764
remove	rpqueue	6	40000	envcount	1945
mix	rpqueue	6	40000	envcount	15279
insert	rstack	7	40000	envcount	41942
remove	rstack	7	40000	envcount	1942
mix	rstack	7	40000	envcount	15276
insert	rdeque	7	40000	envcount	41944
remove	rdeque	7	40000	envcount	1944
mix	rdeque	7	40000	envcount	15278
insert	rpqueue	7	40000	envcount	128764
remove	rpqueue	7	40000	envcount	1945
mix	rpqueue	7	40000	envcount	15279
insert	rstack	8	40000	envcount	41942
remove	rstack	8	40000	envcount	1942
mix	rstack	8	40000	envcount	15276
insert	rdeque	8	40000	envcount	41944
remove	rdeque	8	40000	envcount	1944
mix	rdeque	8	40000	envcount	15278
insert	rpqueue	8	40000	envcount	128764
remove	rpqueue	8	40000	envcount	1945
mix	rpqueue	8	40000	envcount	15279
insert	rstack	9	40000	envcount	41942
remove	rstack	9	40000	envcount	1942
mix	rstack	9	40000	envcount	15276
insert	rdeque	9	40000	envcount	41944
remove	rdeque	9	40000	envcount	1944
mix	rdeque	9	40000	envcount	15278
insert	rpqueue	9	40000	envcount	128764
remove	rpqueue	9	40000	envcount	1945
mix	rpqueue	9	40000	envcount	15279
insert	rstack	10	40000	envcount	41942
remove	rstack	10	40000	envcount	1942
mix	rstack	10	40000	envcount	15276
insert	rdeque	10	40000	envcount	41944
remove	rdeque	10	40000	envcount	1944
mix	rdeque	10	40000	envcount	15278
insert	rpqueue	10	40000	envcount	128764
remove	rpqueue	10	40000	envcount	1945
mix	rpqueue	10	40000	envcount	15279
insert	rstack	1	50000	envcount	51942
remove	rstack	1	50000	envcount	1942
mix	rstack	1	50000	envcount	18610
insert	rdeque	1	50000	envcount	51944
remove	rdeque	1	50000	envcount	1944
mix	rdeque	1	50000	envcount	18612
insert	rpqueue	1	50000	envcount	51945
remove	rpqueue	1	50000	envcount	1945
mix	rpqueue	1	50000	envcount	18613
insert	rstack	2	50000	envcount	51942
remove	rstack	2	50000	envcount	1942
mix	rstack	2	50000	envcount	18610
insert	rdeque	2	50000	envcount	51944
remove	rdeque	2	50000	envcount	1944
mix	rdeque	2	50000	envcount	18612
insert	rpqueue	2	50000	envcount	51945
remove	rpqueue	2	50000	envcount	1945
mix	rpqueue	2	50000	envcount	18613
insert	rstack	3	50000	envcount	51942
remove	rstack	3	50000	envcount	1942
mix	rstack	3	50000	envcount	18610
insert	rdeque	3	50000	envcount	51944
remove	rdeque	3	50000	envcount	1944
mix	rdeque	3	50000	envcount	18612
insert	rpqueue	3	50000	envcount	51945
remove	rpqueue	3	50000	envcount	1945
mix	rpqueue	3	50000	envcount	18613
insert	rstack	4	50000	envcount	51942
remove	rstack	4	50000	envcount	1942
mix	rstack	4	50000	envcount	18610
insert	rdeque	4	50000	envcount	51944
remove	rdeque	4	50000	envcount	1944
mix	rdeque	4	50000	envcount	18612
insert	rpqueue	4	50000	envcount	51945
remove	rpqueue	4	50000	envcount	1945
mix	rpqueue	4	50000	envcount	18613
insert	rstack	5	50000	envcount	51942
remove	rstack	5	50000	envcount	1942
mix	rstack	5	50000	envcount	18610
insert	rdeque	5	50000	envcount	51944
remove	rdeque	5	50000	envcount	1944
mix	rdeque	5	50000	envcount	18612
insert	rpqueue	5	50000	envcount	51945
remove	rpqueue	5	50000	envcount	1945
mix	rpqueue	5	50000	envcount	18613
insert	rstack	6	50000	envcount	51942
remove	rstack	6	50000	envcount	1942
mix	rstack	6	50000	envcount	18610
insert	rdeque	6	50000	envcount	51944
remove	rdeque	6	50000	envcount	1944
mix	rdeque	6	50000	envcount	18612
insert	rpqueue	6	50000	envcount	51945
remove	rpqueue	6	50000	envcount	1945
mix	rpqueue	6	50000	envcount	18613
insert	rstack	7	50000	envcount	51942
remove	rstack	7	50000	envcount	1942
mix	rstack	7	50000	envcount	18610
insert	rdeque	7	50000	envcount	51944
remove	rdeque	7	50000	envcount	1944
mix	rdeque	7	50000	envcount	18612
insert	rpqueue	7	50000	envcount	51945
remove	rpqueue	7	50000	envcount	1945
mix	rpqueue	7	50000	envcount	18613
insert	rstack	8	50000	envcount	51942
remove	rstack	8	50000	envcount	1942
mix	rstack	8	50000	envcount	18610
insert	rdeque	8	50000	envcount	51944
remove	rdeque	8	50000	envcount	1944
mix	rdeque	8	50000	envcount	18612
insert	rpqueue	8	50000	envcount	51945
remove	rpqueue	8	50000	envcount	1945
mix	rpqueue	8	50000	envcount	18613
insert	rstack	9	50000	envcount	51942
remove	rstack	9	50000	envcount	1942
mix	rstack	9	50000	envcount	18610
insert	rdeque	9	50000	envcount	51944
remove	rdeque	9	50000	envcount	1944
mix	rdeque	9	50000	envcount	18612
insert	rpqueue	9	50000	envcount	51945
remove	rpqueue	9	50000	envcount	1945
mix	rpqueue	9	50000	envcount	18613
insert	rstack	10	50000	envcount	51942
remove	rstack	10	50000	envcount	1942
mix	rstack	10	50000	envcount	18610
insert	rdeque	10	50000	envcount	51944
remove	rdeque	10	50000	envcount	1944
mix	rdeque	10	50000	envcount	18612
insert	rpqueue	10	50000	envcount	51945
remove	rpqueue	10	50000	envcount	1945
mix	rpqueue	10	50000	envcount	18613
insert	rstack	1	60000	envcount	61942
remove	rstack	1	60000	envcount	1942
mix	rstack	1	60000	envcount	21942
insert	rdeque	1	60000	envcount	61944
remove	rdeque	1	60000	envcount	1944
mix	rdeque	1	60000	envcount	21944
insert	rpqueue	1	60000	envcount	61945
remove	rpqueue	1	60000	envcount	1945
mix	rpqueue	1	60000	envcount	82193
insert	rstack	2	60000	envcount	61942
remove	rstack	2	60000	envcount	1942
mix	rstack	2	60000	envcount	21942
insert	rdeque	2	60000	envcount	61944
remove	rdeque	2	60000	envcount	1944
mix	rdeque	2	60000	envcount	21944
insert	rpqueue	2	60000	envcount	61945
remove	rpqueue	2	60000	envcount	1945
mix	rpqueue	2	60000	envcount	82193
insert	rstack	3	60000	envcount	61942
remove	rstack	3	60000	envcount	1942
mix	rstack	3	60000	envcount	21942
insert	rdeque	3	60000	envcount	61944
remove	rdeque	3	60000	envcount	1944
mix	rdeque	3	60000	envcount	21944
insert	rpqueue	3	60000	envcount	61945
remove	rpqueue	3	60000	envcount	1945
mix	rpqueue	3	60000	envcount	82193
insert	rstack	4	60000	envcount	61942
remove	rstack	4	60000	envcount	1942
mix	rstack	4	60000	envcount	21942
insert	rdeque	4	60000	envcount	61944
remove	rdeque	4	60000	envcount	1944
mix	rdeque	4	60000	envcount	21944
insert	rpqueue	4	60000	envcount	61945
remove	rpqueue	4	60000	envcount	1945
mix	rpqueue	4	60000	envcount	82193
insert	rstack	5	60000	envcount	61942
remove	rstack	5	60000	envcount	1942
mix	rstack	5	60000	envcount	21942
insert	rdeque	5	60000	envcount	61944
remove	rdeque	5	60000	envcount	1944
mix	rdeque	5	60000	envcount	21944
insert	rpqueue	5	60000	envcount	61945
remove	rpqueue	5	60000	envcount	1945
mix	rpqueue	5	60000	envcount	82193
insert	rstack	6	60000	envcount	61942
remove	rstack	6	60000	envcount	1942
mix	rstack	6	60000	envcount	21942
insert	rdeque	6	60000	envcount	61944
remove	rdeque	6	60000	envcount	1944
mix	rdeque	6	60000	envcount	21944
insert	rpqueue	6	60000	envcount	61945
remove	rpqueue	6	60000	envcount	1945
mix	rpqueue	6	60000	envcount	82193
insert	rstack	7	60000	envcount	61942
remove	rstack	7	60000	envcount	1942
mix	rstack	7	60000	envcount	21942
insert	rdeque	7	60000	envcount	61944
remove	rdeque	7	60000	envcount	1944
mix	rdeque	7	60000	envcount	21944
insert	rpqueue	7	60000	envcount	61945
remove	rpqueue	7	60000	envcount	1945
mix	rpqueue	7	60000	envcount	82193
insert	rstack	8	60000	envcount	61942
remove	rstack	8	60000	envcount	1942
mix	rstack	8	60000	envcount	21942
insert	rdeque	8	60000	envcount	61944
remove	rdeque	8	60000	envcount	1944
mix	rdeque	8	60000	envcount	21944
insert	rpqueue	8	60000	envcount	61945
remove	rpqueue	8	60000	envcount	1945
mix	rpqueue	8	60000	envcount	82193
insert	rstack	9	60000	envcount	61942
remove	rstack	9	60000	envcount	1942
mix	rstack	9	60000	envcount	21942
insert	rdeque	9	60000	envcount	61944
remove	rdeque	9	60000	envcount	1944
mix	rdeque	9	60000	envcount	21944
insert	rpqueue	9	60000	envcount	61945
remove	rpqueue	9	60000	envcount	1945
mix	rpqueue	9	60000	envcount	82193
insert	rstack	10	60000	envcount	61942
remove	rstack	10	60000	envcount	1942
mix	rstack	10	60000	envcount	21942
insert	rdeque	10	60000	envcount	61944
remove	rdeque	10	60000	envcount	1944
mix	rdeque	10	60000	envcount	21944
insert	rpqueue	10	60000	envcount	61945
remove	rpqueue	10	60000	envcount	1945
mix	rpqueue	10	60000	envcount	82193
insert	rstack	1	70000	envcount	71942
remove	rstack	1	70000	envcount	1942
mix	rstack	1	70000	envcount	25276
insert	rdeque	1	70000	envcount	71944
remove	rdeque	1	70000	envcount	1944
mix	rdeque	1	70000	envcount	25278
insert	rpqueue	1	70000	envcount	125548
remove	rpqueue	1	70000	envcount	1945
mix	rpqueue	1	70000	envcount	25279
insert	rstack	2	70000	envcount	71942
remove	rstack	2	70000	envcount	1942
mix	rstack	2	70000	envcount	25276
insert	rdeque	2	70000	envcount	71944
remove	rdeque	2	70000	envcount	1944
mix	rdeque	2	70000	envcount	25278
insert	rpqueue	2	70000	envcount	125548
remove	rpqueue	2	70000	envcount	1945
mix	rpqueue	2	70000	envcount	25279
insert	rstack	3	70000	envcount	71942
remove	rstack	3	70000	envcount	1942
mix	rstack	3	70000	envcount	25276
insert	rdeque	3	70000	envcount	71944
remove	rdeque	3	70000	envcount	1944
mix	rdeque	3	70000	envcount	25278
insert	rpqueue	3	70000	envcount	125548
remove	rpqueue	3	70000	envcount	1945
mix	rpqueue	3	70000	envcount	25279
insert	rstack	4	70000	envcount	71942
remove	rstack	4	70000	envcount	1942
mix	rstack	4	70000	envcount	25276
insert	rdeque	4	70000	envcount	71944
remove	rdeque	4	70000	envcount	1944
mix	rdeque	4	70000	envcount	25278
insert	rpqueue	4	70000	envcount	125548
remove	rpqueue	4	70000	envcount	1945
mix	rpqueue	4	70000	envcount	25279
insert	rstack	5	70000	envcount	71942
remove	rstack	5	70000	envcount	1942
mix	rstack	5	70000	envcount	25276
insert	rdeque	5	70000	envcount	71944
remove	rdeque	5	70000	envcount	1944
mix	rdeque	5	70000	envcount	25278
insert	rpqueue	5	70000	envcount	125548
remove	rpqueue	5	70000	envcount	1945
mix	rpqueue	5	70000	envcount	25279
insert	rstack	6	70000	envcount	71942
remove	rstack	6	70000	envcount	1942
mix	rstack	6	70000	envcount	25276
insert	rdeque	6	70000	envcount	71944
remove	rdeque	6	70000	envcount	1944
mix	rdeque	6	70000	envcount	25278
insert	rpqueue	6	70000	envcount	125548
remove	rpqueue	6	70000	envcount	1945
mix	rpqueue	6	70000	envcount	25279
insert	rstack	7	70000	envcount	71942
remove	rstack	7	70000	envcount	1942
mix	rstack	7	70000	envcount	25276
insert	rdeque	7	70000	envcount	71944
remove	rdeque	7	70000	envcount	1944
mix	rdeque	7	70000	envcount	25278
insert	rpqueue	7	70000	envcount	125548
remove	rpqueue	7	70000	envcount	1945
mix	rpqueue	7	70000	envcount	25279
insert	rstack	8	70000	envcount	71942
remove	rstack	8	70000	envcount	1942
mix	rstack	8	70000	envcount	25276
insert	rdeque	8	70000	envcount	71944
remove	rdeque	8	70000	envcount	1944
mix	rdeque	8	70000	envcount	25278
insert	rpqueue	8	70000	envcount	125548
remove	rpqueue	8	70000	envcount	1945
mix	rpqueue	8	70000	envcount	25279
insert	rstack	9	70000	envcount	71942
remove	rstack	9	70000	envcount	1942
mix	rstack	9	70000	envcount	25276
insert	rdeque	9	70000	envcount	71944
remove	rdeque	9	70000	envcount	1944
mix	rdeque	9	70000	envcount	25278
insert	rpqueue	9	70000	envcount	125548
remove	rpqueue	9	70000	envcount	1945
mix	rpqueue	9	70000	envcount	25279
insert	rstack	10	70000	envcount	71942
remove	rstack	10	70000	envcount	1942
mix	rstack	10	70000	envcount	25276
insert	rdeque	10	70000	envcount	71944
remove	rdeque	10	70000	envcount	1944
mix	rdeque	10	70000	envcount	25278
insert	rpqueue	10	70000	envcount	125548
remove	rpqueue	10	70000	envcount	1945
mix	rpqueue	10	70000	envcount	25279
insert	rstack	1	80000	envcount	81942
remove	rstack	1	80000	envcount	1942
mix	rstack	1	80000	envcount	28610
insert	rdeque	1	80000	envcount	81944
remove	rdeque	1	80000	envcount	1944
mix	rdeque	1	80000	envcount	28612
insert	rpqueue	1	80000	envcount	255548
remove	rpqueue	1	80000	envcount	1945
mix	rpqueue	1	80000	envcount	108915
insert	rstack	2	80000	envcount	81942
remove	rstack	2	80000	envcount	1942
mix	rstack	2	80000	envcount	28610
insert	rdeque	2	80000	envcount	81944
remove	rdeque	2	80000	envcount	1944
mix	rdeque	2	80000	envcount	28612
insert	rpqueue	2	80000	envcount	255548
remove	rpqueue	2	80000	envcount	1945
mix	rpqueue	2	80000	envcount	108915
insert	rstack	3	80000	envcount	81942
remove	rstack	3	80000	envcount	1942
mix	rstack	3	80000	envcount	28610
insert	rdeque	3	80000	envcount	81944
remove	rdeque	3	80000	envcount	1944
mix	rdeque	3	80000	envcount	28612
insert	rpqueue	3	80000	envcount	255548
remove	rpqueue	3	80000	envcount	1945
mix	rpqueue	3	80000	envcount	108915
insert	rstack	4	80000	envcount	81942
remove	rstack	4	80000	envcount	1942
mix	rstack	4	80000	envcount	28610
insert	rdeque	4	80000	envcount	81944
remove	rdeque	4	80000	envcount	1944
mix	rdeque	4	80000	envcount	28612
insert	rpqueue	4	80000	envcount	255548
remove	rpqueue	4	80000	envcount	1945
mix	rpqueue	4	80000	envcount	108915
insert	rstack	5	80000	envcount	81942
remove	rstack	5	80000	envcount	1942
mix	rstack	5	80000	envcount	28610
insert	rdeque	5	80000	envcount	81944
remove	rdeque	5	80000	envcount	1944
mix	rdeque	5	80000	envcount	28612
insert	rpqueue	5	80000	envcount	255548
remove	rpqueue	5	80000	envcount	1945
mix	rpqueue	5	80000	envcount	108915
insert	rstack	6	80000	envcount	81942
remove	rstack	6	80000	envcount	1942
mix	rstack	6	80000	envcount	28610
insert	rdeque	6	80000	envcount	81944
remove	rdeque	6	80000	envcount	1944
mix	rdeque	6	80000	envcount	28612
insert	rpqueue	6	80000	envcount	255548
remove	rpqueue	6	80000	envcount	1945
mix	rpqueue	6	80000	envcount	108915
insert	rstack	7	80000	envcount	81942
remove	rstack	7	80000	envcount	1942
mix	rstack	7	80000	envcount	28610
insert	rdeque	7	80000	envcount	81944
remove	rdeque	7	80000	envcount	1944
mix	rdeque	7	80000	envcount	28612
insert	rpqueue	7	80000	envcount	255548
remove	rpqueue	7	80000	envcount	1945
mix	rpqueue	7	80000	envcount	108915
insert	rstack	8	80000	envcount	81942
remove	rstack	8	80000	envcount	1942
mix	rstack	8	80000	envcount	28610
insert	rdeque	8	80000	envcount	81944
remove	rdeque	8	80000	envcount	1944
mix	rdeque	8	80000	envcount	28612
insert	rpqueue	8	80000	envcount	255548
remove	rpqueue	8	80000	envcount	1945
mix	rpqueue	8	80000	envcount	108915
insert	rstack	9	80000	envcount	81942
remove	rstack	9	80000	envcount	1942
mix	rstack	9	80000	envcount	28610
